scheme,function,fault,source,test,detected,detail
mayo,EF,binOpFault/EF_line105_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line105_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line108_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line109_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line72_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,binOpFault/EF_line75_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line104_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line104_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line107_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line107_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line113_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line113_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line147_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line147_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line151_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line151_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line44_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line44_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line46_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line46_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line71_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line71_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line74_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line74_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line76_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loadStoreSkip/EF_line76_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_ef_pack_m_vec_line22,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_ef_pack_m_vec_line22,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_ef_unpack_m_vec_line141,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_ef_unpack_m_vec_line141,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_inverse_f_line87,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_inverse_f_line87,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_m_extract_element_line124,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_m_extract_element_line124,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_m_extract_element_line79,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_m_extract_element_line79,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_mayo_memset_line4,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_mayo_memset_line4,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_vec_mul_add_u64_line128,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_vec_mul_add_u64_line128,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_vec_mul_add_u64_line88,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,EF,loopOrFuncSkip/EF_fnSkip_vec_mul_add_u64_line88,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,P1P1t_times_O,loopOrFuncSkip/P1P1t_times_O_fnSkip_m_vec_mul_add_line28,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,P1P1t_times_O,loopOrFuncSkip/P1P1t_times_O_fnSkip_m_vec_mul_add_line28,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,P1P1t_times_O,loopOrFuncSkip/P1P1t_times_O_fnSkip_m_vec_mul_add_line39,correction_paired_result.txt,correction,yes,pos 320: 240/240 pairs disagree (+36 more position(s))
mayo,P1P1t_times_O,loopOrFuncSkip/P1P1t_times_O_fnSkip_m_vec_mul_add_line39,ineffective_paired_result.txt,ineffective,yes,pos 320: 30/240 pairs disagree (+36 more position(s))
mayo,P1_times_O,loopOrFuncSkip/P1_times_O_fnSkip_mul_add_m_upper_triangular_mat_x_mat_line0,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,P1_times_O,loopOrFuncSkip/P1_times_O_fnSkip_mul_add_m_upper_triangular_mat_x_mat_line0,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,P1_times_Vt,loopOrFuncSkip/P1_times_Vt_fnSkip_mul_add_m_upper_triangular_mat_x_mat_trans_line0,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,P1_times_Vt,loopOrFuncSkip/P1_times_Vt_fnSkip_mul_add_m_upper_triangular_mat_x_mat_trans_line0,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,add_f,binOpFault/add_f_line0_opA,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,add_f,binOpFault/add_f_line0_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,add_f,binOpFault/add_f_line0_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,add_f,binOpFault/add_f_line0_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,add_f,binOpFault/add_f_line0_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,add_f,binOpFault/add_f_line0_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,add_f,binOpFault/add_f_line0_zero,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,add_f,binOpFault/add_f_line0_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,compute_A,binOpFault/compute_A_line102_opA,correction_paired_result.txt,correction,yes,pos 72: 240/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line102_opA,ineffective_paired_result.txt,ineffective,yes,pos 72: 30/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line102_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line102_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line102_opC,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line102_opC,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line102_undef,correction_paired_result.txt,correction,yes,pos 72: 240/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line102_undef,ineffective_paired_result.txt,ineffective,yes,pos 72: 30/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line102_zero,correction_paired_result.txt,correction,yes,pos 72: 240/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line102_zero,ineffective_paired_result.txt,ineffective,yes,pos 72: 30/240 pairs disagree (+8 more position(s))
mayo,compute_A,binOpFault/compute_A_line112_opA,correction_paired_result.txt,correction,yes,pos 1304: 240/240 pairs disagree (+7 more position(s))
mayo,compute_A,binOpFault/compute_A_line112_opA,ineffective_paired_result.txt,ineffective,yes,pos 1304: 30/240 pairs disagree (+7 more position(s))
mayo,compute_A,binOpFault/compute_A_line112_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_opC,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_opC,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line112_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opC,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_opC,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line121_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opC,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_opC,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line12_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opC,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_A,binOpFault/compute_A_line195_opC,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
